TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,,
1049,22:01:11,0,F,LAUNCH_PAD,0.0,27.5,1.0,5368709.0,-0.00,0.12,-0.06,0.00,0.000,-0.020,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:13,1,F,LAUNCH_PAD,0.0,27.5,1.0,5368709.0,-0.00,0.00,0.12,-0.06,0.000,0.000,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:14,2,F,LAUNCH_PAD,0.0,27.5,1.0,5368709.0,-0.00,0.00,0.06,-0.19,0.010,0.000,-0.290,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:15,3,F,LAUNCH_PAD,0.0,27.5,1.0,5368709.0,-0.00,-0.12,0.06,-0.12,0.010,0.000,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:15,4,F,LAUNCH_PAD,0.0,27.5,1.0,5368709.0,-0.00,-0.06,-0.19,0.06,-0.010,0.000,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:16,5,F,LAUNCH_PAD,0.0,27.5,1.0,5368709.0,-0.00,-0.06,0.12,0.00,0.000,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:17,6,F,LAUNCH_PAD,-0.0,27.5,1.0,5368709.0,-0.00,0.00,-0.12,-0.06,-0.010,0.000,-0.270,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:17,7,F,LAUNCH_PAD,0.0,27.5,1.0,5368709.0,-0.00,0.06,-0.12,0.00,0.000,-0.020,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:18,8,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,0.06,0.00,0.000,-0.010,-0.230,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:19,9,F,LAUNCH_PAD,0.0,27.5,1.0,5368709.0,-0.00,-0.19,-0.06,0.00,0.010,-0.010,-0.280,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:19,10,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.06,-0.12,0.06,-0.010,0.000,-0.240,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:20,11,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.06,-0.06,0.06,0.010,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:21,12,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.06,0.25,-0.06,0.010,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:22,13,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,0.00,0.00,0.020,-0.020,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:22,14,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,0.19,-0.12,-0.010,0.000,-0.230,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:23,15,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,-0.06,0.00,0.19,0.000,0.000,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:24,16,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,0.25,0.00,0.000,0.000,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:24,17,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,-0.12,0.19,0.06,0.000,-0.010,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:25,18,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,-0.06,0.06,0.00,0.020,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:26,19,F,LAUNCH_PAD,-0.0,27.4,1.0,5368709.0,-0.00,-0.06,0.12,-0.12,0.020,0.000,-0.280,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:26,20,F,LAUNCH_PAD,-0.0,27.4,1.0,5368709.0,-0.00,-0.06,-0.06,0.12,0.010,0.000,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:27,21,F,LAUNCH_PAD,-0.0,27.4,1.0,5368709.0,-0.00,-0.06,-0.06,-0.12,0.030,-0.020,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:28,22,F,LAUNCH_PAD,-0.0,27.4,1.0,5368709.0,-0.00,-0.06,0.19,-0.19,0.010,0.000,-0.280,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:29,23,F,LAUNCH_PAD,-0.0,27.4,1.0,5368709.0,-0.00,0.00,0.06,-0.06,0.000,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:29,24,F,LAUNCH_PAD,-0.0,27.4,1.0,5368709.0,-0.00,0.00,0.06,0.00,0.000,-0.010,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:30,25,F,LAUNCH_PAD,-0.0,27.4,1.0,5368709.0,-0.00,-0.12,-0.06,0.00,0.000,-0.020,-0.280,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:31,26,F,LAUNCH_PAD,-0.0,27.4,1.0,5368709.0,-0.00,-0.06,0.06,0.00,0.000,0.000,-0.240,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:31,27,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,0.00,0.00,0.000,0.000,-0.280,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:32,28,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.06,0.12,0.06,0.010,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:33,29,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.12,-0.12,-0.25,0.020,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:33,30,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.06,0.12,0.06,0.000,-0.010,-0.240,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:34,31,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.06,0.12,-0.06,0.000,-0.020,-0.280,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:35,32,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,-0.12,0.06,0.00,-0.010,0.000,-0.230,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:35,33,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.06,-0.06,-0.06,0.000,-0.010,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:36,34,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,-0.12,0.00,0.010,0.000,-0.270,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:37,35,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,-0.06,0.00,-0.19,0.000,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:37,36,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,-0.12,0.06,0.010,0.000,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:38,37,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,-0.06,0.12,0.030,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:39,38,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.06,0.06,-0.12,0.000,-0.020,-0.280,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:40,39,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.12,0.06,-0.12,0.010,0.000,-0.260,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:40,40,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,-0.12,0.19,0.06,0.010,-0.020,-0.290,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:41,41,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.06,-0.12,-0.06,0.000,0.000,-0.250,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:42,42,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,-0.06,0.19,-0.06,-0.010,0.000,-0.280,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:42,43,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,-0.06,0.06,0.000,0.000,-0.230,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
1049,22:01:43,44,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.19,-0.06,0.12,0.000,0.000,-0.240,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,,
1049,06:23:21,0,F,LAUNCH_PAD,0.0,27.4,1.0,5368709.0,-0.00,0.00,-0.06,0.12,0.000,0.000,-0.220,INVALID,INVALID,INVALID,INVALID,INVALID,CXON 0,,
